00:04:50,CAM-07,Storage Area,Routine movement,INFO,89,True,False
00:04:50,CAM-03,North Pit,PPE violation,HIGH,88,False,False
00:04:51,CAM-04,South Pit,Routine movement,INFO,93,True,False
00:04:51,CAM-05,Conveyor Zone,PPE violation,MEDIUM,93,False,False
00:04:51,CAM-06,Processing Area,PPE violation,MEDIUM,90,False,False
00:04:52,CAM-07,Storage Area,Routine movement,INFO,94,True,False
00:04:57,CAM-03,North Pit,PPE violation,HIGH,92,False,False
00:04:57,CAM-04,South Pit,Routine movement,INFO,91,True,False
00:04:58,CAM-05,Conveyor Zone,PPE violation,MEDIUM,97,False,False
00:04:58,CAM-06,Processing Area,PPE violation,MEDIUM,97,False,False
00:04:59,CAM-07,Storage Area,Hazardous activity pattern,HIGH,97,True,False
00:04:59,CAM-03,North Pit,PPE violation,HIGH,89,False,False
00:04:59,CAM-04,South Pit,Routine movement,INFO,89,True,False
00:05:00,CAM-05,Conveyor Zone,PPE violation,MEDIUM,89,False,False
00:05:00,CAM-06,Processing Area,PPE violation,MEDIUM,92,False,False
00:05:01,CAM-07,Storage Area,Hazardous activity pattern,HIGH,95,True,False
00:05:01,CAM-03,North Pit,PPE violation,HIGH,95,False,False
00:05:01,CAM-04,South Pit,Routine movement,INFO,88,True,False
00:05:02,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,95,True,False
00:05:02,CAM-06,Processing Area,PPE violation,MEDIUM,91,False,False
00:05:03,CAM-07,Storage Area,Hazardous activity pattern,HIGH,90,True,False
00:05:03,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:05:03,CAM-04,South Pit,PPE violation,MEDIUM,90,False,False
00:05:04,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,97,True,False
00:05:04,CAM-06,Processing Area,PPE violation,MEDIUM,93,False,False
00:05:04,CAM-07,Storage Area,PPE violation,MEDIUM,89,False,False
00:05:05,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:05:05,CAM-04,South Pit,Routine movement,INFO,96,True,False
00:05:06,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,88,True,False
00:05:06,CAM-06,Processing Area,PPE violation,MEDIUM,94,False,False
00:05:06,CAM-07,Storage Area,PPE violation,MEDIUM,90,False,False
00:05:07,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:05:07,CAM-04,South Pit,Routine movement,INFO,93,True,False
00:05:07,CAM-05,Conveyor Zone,PPE violation,MEDIUM,97,False,False
00:05:08,CAM-06,Processing Area,PPE violation,MEDIUM,95,False,False
00:05:08,CAM-07,Storage Area,PPE violation,MEDIUM,95,False,False
00:05:09,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:05:09,CAM-04,South Pit,Routine movement,INFO,91,True,False
00:05:09,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,95,True,False
00:05:10,CAM-06,Processing Area,Hazardous activity pattern,HIGH,92,True,False
00:05:10,CAM-07,Storage Area,PPE violation,MEDIUM,92,False,False
00:05:11,CAM-03,North Pit,PPE violation,HIGH,88,False,False
00:05:11,CAM-04,South Pit,Routine movement,INFO,94,True,False
00:05:12,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,94,True,False
00:05:13,CAM-06,Processing Area,Hazardous activity pattern,HIGH,96,True,False
00:05:13,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:05:13,CAM-03,North Pit,PPE violation,HIGH,95,False,False
00:05:14,CAM-04,South Pit,Routine movement,INFO,93,True,False
00:05:14,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,95,True,False
00:05:14,CAM-06,Processing Area,Hazardous activity pattern,HIGH,88,True,False
00:05:15,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:05:15,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:05:16,CAM-04,South Pit,Routine movement,INFO,88,True,False
00:05:16,CAM-05,Conveyor Zone,Hazardous activity pattern,HIGH,97,True,False
00:05:16,CAM-06,Processing Area,Hazardous activity pattern,HIGH,88,True,False
00:05:17,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:05:22,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:05:23,CAM-04,South Pit,Hazardous activity pattern,HIGH,96,True,False
00:05:23,CAM-05,Conveyor Zone,Hazardous activity pattern,CRITICAL,97,True,False
00:05:24,CAM-06,Processing Area,PPE violation,MEDIUM,94,False,False
00:05:24,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:05:25,CAM-03,North Pit,PPE violation,HIGH,97,False,False
00:05:25,CAM-04,South Pit,Hazardous activity pattern,HIGH,96,True,False
00:05:26,CAM-05,Conveyor Zone,PPE violation,MEDIUM,97,False,False
00:05:26,CAM-06,Processing Area,PPE violation,MEDIUM,89,False,False
00:05:27,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:05:27,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:05:28,CAM-04,South Pit,Hazardous activity pattern,HIGH,97,True,False
00:05:29,CAM-05,Conveyor Zone,PPE violation,MEDIUM,97,False,False
00:05:29,CAM-06,Processing Area,PPE violation,MEDIUM,92,False,False
00:05:30,CAM-07,Storage Area,PPE violation,MEDIUM,95,False,False
00:05:30,CAM-03,North Pit,PPE violation,HIGH,97,False,False
00:05:31,CAM-04,South Pit,Hazardous activity pattern,HIGH,95,True,False
00:05:31,CAM-05,Conveyor Zone,PPE violation,MEDIUM,95,False,False
00:05:31,CAM-06,Processing Area,PPE violation,MEDIUM,95,False,False
00:05:32,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:05:32,CAM-03,North Pit,PPE violation,HIGH,92,False,False
00:05:33,CAM-04,South Pit,Hazardous activity pattern,HIGH,96,True,False
00:05:33,CAM-05,Conveyor Zone,PPE violation,MEDIUM,91,False,False
00:05:34,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:05:34,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:05:34,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:05:35,CAM-04,South Pit,Routine movement,INFO,90,True,False
00:05:35,CAM-05,Conveyor Zone,PPE violation,MEDIUM,95,False,False
00:05:36,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:05:36,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:05:37,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:05:38,CAM-04,South Pit,Hazardous activity pattern,HIGH,97,True,False
00:05:38,CAM-05,Conveyor Zone,PPE violation,MEDIUM,90,False,False
00:05:38,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:05:39,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:05:40,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:05:40,CAM-04,South Pit,Routine movement,INFO,94,True,False
00:05:41,CAM-05,Conveyor Zone,Hazardous activity pattern,CRITICAL,97,True,False
00:05:41,CAM-06,Processing Area,PPE violation,HIGH,89,False,False
00:05:42,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:05:59,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:06:01,CAM-04,South Pit,Hazardous activity pattern,HIGH,95,True,False
00:06:03,CAM-05,Conveyor Zone,PPE violation,MEDIUM,96,False,False
00:06:05,CAM-06,Processing Area,PPE violation,HIGH,90,False,False
00:06:07,CAM-07,Storage Area,PPE violation,MEDIUM,95,False,False
00:06:08,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:06:08,CAM-04,South Pit,PPE violation,MEDIUM,88,False,False
00:06:09,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:06:10,CAM-06,Processing Area,PPE violation,HIGH,93,False,False
00:06:11,CAM-07,Storage Area,PPE violation,MEDIUM,93,False,False
00:06:21,CAM-03,North Pit,PPE violation,HIGH,90,False,False
00:06:21,CAM-04,South Pit,PPE violation,HIGH,96,False,False
00:06:22,CAM-05,Conveyor Zone,PPE violation,HIGH,96,False,False
00:06:22,CAM-06,Processing Area,PPE violation,HIGH,91,False,False
00:06:23,CAM-07,Storage Area,PPE violation,HIGH,92,False,False
00:09:27,CAM-03,North Pit,Routine movement,INFO,95,True,False
00:09:28,CAM-04,South Pit,PPE violation,HIGH,97,False,False
00:09:29,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:09:30,CAM-06,Processing Area,PPE violation,HIGH,89,False,False
00:09:31,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:09:50,CAM-03,North Pit,Routine movement,INFO,92,True,False
00:09:51,CAM-04,South Pit,PPE violation,HIGH,95,False,False
00:09:51,CAM-05,Conveyor Zone,PPE violation,HIGH,89,False,False
00:09:52,CAM-06,Processing Area,PPE violation,HIGH,88,False,False
00:09:52,CAM-07,Storage Area,PPE violation,MEDIUM,95,False,False
00:09:53,CAM-03,North Pit,Routine movement,INFO,91,True,False
00:09:54,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:09:54,CAM-05,Conveyor Zone,PPE violation,HIGH,94,False,False
00:09:55,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:09:55,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:09:58,CAM-03,North Pit,Routine movement,INFO,93,True,False
00:10:01,CAM-04,South Pit,PPE violation,HIGH,94,False,False
00:10:03,CAM-05,Conveyor Zone,PPE violation,HIGH,93,False,False
00:10:04,CAM-06,Processing Area,PPE violation,HIGH,93,False,False
00:10:04,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:10:05,CAM-03,North Pit,Routine movement,INFO,97,True,False
00:10:05,CAM-04,South Pit,PPE violation,HIGH,94,False,False
00:10:06,CAM-05,Conveyor Zone,PPE violation,HIGH,90,False,False
00:10:06,CAM-06,Processing Area,PPE violation,HIGH,94,False,False
00:10:07,CAM-07,Storage Area,PPE violation,HIGH,91,False,False
00:10:16,CAM-03,North Pit,Routine movement,INFO,92,True,False
00:10:18,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:10:20,CAM-05,Conveyor Zone,PPE violation,HIGH,95,False,False
00:10:22,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:10:24,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:10:26,CAM-03,North Pit,PPE violation,MEDIUM,97,False,False
00:10:28,CAM-04,South Pit,PPE violation,HIGH,97,False,False
00:10:30,CAM-05,Conveyor Zone,PPE violation,HIGH,90,False,False
00:10:32,CAM-06,Processing Area,PPE violation,HIGH,96,False,False
00:10:34,CAM-07,Storage Area,PPE violation,HIGH,92,False,False
00:10:36,CAM-03,North Pit,PPE violation,MEDIUM,97,False,False
00:10:37,CAM-04,South Pit,PPE violation,HIGH,90,False,False
00:10:38,CAM-05,Conveyor Zone,PPE violation,HIGH,92,False,False
00:10:39,CAM-06,Processing Area,PPE violation,HIGH,96,False,False
00:10:42,CAM-07,Storage Area,PPE violation,HIGH,96,False,False
00:10:44,CAM-03,North Pit,PPE violation,MEDIUM,96,False,False
00:10:47,CAM-04,South Pit,PPE violation,HIGH,89,False,False
00:10:50,CAM-05,Conveyor Zone,PPE violation,HIGH,96,False,False
00:10:53,CAM-06,Processing Area,PPE violation,HIGH,92,False,False
00:10:55,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:11:15,CAM-03,North Pit,Routine movement,INFO,88,True,False
00:11:16,CAM-04,South Pit,PPE violation,MEDIUM,89,False,False
00:11:16,CAM-05,Conveyor Zone,PPE violation,HIGH,90,False,False
00:11:17,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:11:17,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:11:19,CAM-03,North Pit,Routine movement,INFO,91,True,False
00:11:20,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:11:21,CAM-05,Conveyor Zone,PPE violation,HIGH,88,False,False
00:11:24,CAM-06,Processing Area,PPE violation,HIGH,88,False,False
00:11:26,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:11:29,CAM-03,North Pit,PPE violation,MEDIUM,91,False,False
00:11:31,CAM-04,South Pit,PPE violation,HIGH,88,False,False
00:11:33,CAM-05,Conveyor Zone,PPE violation,HIGH,94,False,False
00:11:34,CAM-06,Processing Area,PPE violation,HIGH,90,False,False
00:11:35,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:11:36,CAM-03,North Pit,PPE violation,MEDIUM,97,False,False
00:11:38,CAM-04,South Pit,PPE violation,HIGH,94,False,False
00:11:39,CAM-05,Conveyor Zone,PPE violation,HIGH,92,False,False
00:11:40,CAM-06,Processing Area,PPE violation,HIGH,88,False,False
00:11:42,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:11:43,CAM-03,North Pit,Routine movement,INFO,94,True,False
00:11:45,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:11:46,CAM-05,Conveyor Zone,PPE violation,HIGH,94,False,False
00:11:48,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:11:49,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:11:51,CAM-03,North Pit,Routine movement,INFO,89,True,False
00:11:52,CAM-04,South Pit,PPE violation,HIGH,90,False,False
00:11:54,CAM-05,Conveyor Zone,PPE violation,HIGH,90,False,False
00:11:56,CAM-06,Processing Area,PPE violation,HIGH,90,False,False
00:11:58,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:11:59,CAM-03,North Pit,Routine movement,INFO,96,True,False
00:12:01,CAM-04,South Pit,PPE violation,HIGH,89,False,False
00:12:03,CAM-05,Conveyor Zone,PPE violation,HIGH,96,False,False
00:12:05,CAM-06,Processing Area,PPE violation,HIGH,92,False,False
00:12:07,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:12:09,CAM-03,North Pit,Routine movement,INFO,90,True,False
00:12:12,CAM-04,South Pit,PPE violation,HIGH,95,False,False
00:12:14,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:12:15,CAM-06,Processing Area,PPE violation,HIGH,94,False,False
00:12:17,CAM-07,Storage Area,PPE violation,HIGH,96,False,False
00:12:19,CAM-03,North Pit,Routine movement,INFO,97,True,False
00:12:21,CAM-04,South Pit,PPE violation,MEDIUM,90,False,False
00:12:23,CAM-05,Conveyor Zone,PPE violation,HIGH,95,False,False
00:12:25,CAM-06,Processing Area,PPE violation,HIGH,94,False,False
00:12:27,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:12:28,CAM-03,North Pit,Routine movement,INFO,89,True,False
00:12:30,CAM-04,South Pit,PPE violation,MEDIUM,90,False,False
00:12:32,CAM-05,Conveyor Zone,PPE violation,HIGH,95,False,False
00:12:33,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:12:34,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:12:43,CAM-03,North Pit,Routine movement,INFO,95,True,False
00:12:44,CAM-04,South Pit,PPE violation,MEDIUM,97,False,False
00:12:45,CAM-05,Conveyor Zone,PPE violation,HIGH,94,False,False
00:12:45,CAM-06,Processing Area,PPE violation,HIGH,93,False,False
00:12:46,CAM-07,Storage Area,PPE violation,HIGH,91,False,False
00:12:47,CAM-03,North Pit,Routine movement,INFO,95,True,False
00:12:48,CAM-04,South Pit,PPE violation,HIGH,88,False,False
00:12:48,CAM-05,Conveyor Zone,PPE violation,HIGH,95,False,False
00:12:49,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:12:50,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:12:51,CAM-03,North Pit,PPE violation,MEDIUM,90,False,False
00:12:51,CAM-04,South Pit,PPE violation,HIGH,89,False,False
00:12:52,CAM-05,Conveyor Zone,PPE violation,HIGH,91,False,False
00:12:52,CAM-06,Processing Area,PPE violation,HIGH,89,False,False
00:12:53,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:12:54,CAM-03,North Pit,PPE violation,HIGH,97,False,False
00:12:54,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:12:55,CAM-05,Conveyor Zone,PPE violation,HIGH,91,False,False
00:12:55,CAM-06,Processing Area,PPE violation,HIGH,88,False,False
00:12:56,CAM-07,Storage Area,PPE violation,HIGH,91,False,False
00:12:57,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:13:00,CAM-04,South Pit,PPE violation,HIGH,89,False,False
00:13:02,CAM-05,Conveyor Zone,PPE violation,HIGH,88,False,False
00:13:05,CAM-06,Processing Area,PPE violation,HIGH,96,False,False
00:13:07,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:13:09,CAM-03,North Pit,PPE violation,HIGH,92,False,False
00:13:10,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:13:12,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:13:13,CAM-06,Processing Area,PPE violation,HIGH,89,False,True
00:13:15,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:13:15,CAM-03,North Pit,PPE violation,HIGH,92,False,False
00:13:16,CAM-04,South Pit,PPE violation,HIGH,89,False,False
00:13:16,CAM-05,Conveyor Zone,PPE violation,HIGH,96,False,False
00:13:16,CAM-06,Processing Area,PPE violation,HIGH,91,False,True
00:13:17,CAM-07,Storage Area,PPE violation,HIGH,89,False,False
00:13:17,CAM-03,North Pit,PPE violation,HIGH,92,False,False
00:13:17,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:13:18,CAM-05,Conveyor Zone,PPE violation,HIGH,93,False,False
00:13:18,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:13:18,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:13:19,CAM-03,North Pit,PPE violation,HIGH,88,False,False
00:13:19,CAM-04,South Pit,PPE violation,HIGH,97,False,False
00:13:19,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:13:20,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:13:20,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:13:20,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:13:21,CAM-04,South Pit,PPE violation,HIGH,95,False,False
00:13:21,CAM-05,Conveyor Zone,PPE violation,HIGH,88,False,False
00:13:21,CAM-06,Processing Area,PPE violation,HIGH,93,False,False
00:13:22,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:13:50,CAM-03,North Pit,PPE violation,HIGH,97,False,False
00:13:50,CAM-04,South Pit,PPE violation,HIGH,97,False,False
00:13:51,CAM-05,Conveyor Zone,PPE violation,HIGH,92,False,False
00:13:52,CAM-06,Processing Area,PPE violation,HIGH,90,False,False
00:13:52,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:13:53,CAM-03,North Pit,PPE violation,MEDIUM,88,False,False
00:13:54,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:13:54,CAM-05,Conveyor Zone,PPE violation,HIGH,97,False,False
00:13:55,CAM-06,Processing Area,PPE violation,HIGH,91,False,False
00:13:56,CAM-07,Storage Area,PPE violation,HIGH,97,False,False
00:13:56,CAM-03,North Pit,PPE violation,HIGH,88,False,False
00:13:57,CAM-04,South Pit,PPE violation,HIGH,95,False,False
00:13:57,CAM-05,Conveyor Zone,PPE violation,HIGH,90,False,False
00:13:57,CAM-06,Processing Area,PPE violation,HIGH,96,False,False
00:13:58,CAM-07,Storage Area,PPE violation,HIGH,89,False,False
00:14:00,CAM-03,North Pit,PPE violation,HIGH,93,False,False
00:14:02,CAM-04,South Pit,PPE violation,HIGH,91,False,False
00:14:03,CAM-05,Conveyor Zone,PPE violation,HIGH,94,False,False
00:14:05,CAM-06,Processing Area,PPE violation,HIGH,91,False,False
00:14:08,CAM-07,Storage Area,PPE violation,HIGH,96,False,False
00:14:08,CAM-03,North Pit,PPE violation,HIGH,96,False,False
00:14:09,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:14:10,CAM-05,Conveyor Zone,PPE violation,HIGH,88,False,False
00:14:10,CAM-06,Processing Area,PPE violation,HIGH,88,False,False
00:14:11,CAM-07,Storage Area,PPE violation,HIGH,91,False,False
00:14:12,CAM-03,North Pit,PPE violation,HIGH,93,False,False
00:14:14,CAM-04,South Pit,PPE violation,HIGH,96,False,False
00:14:16,CAM-05,Conveyor Zone,PPE violation,HIGH,95,False,False
00:14:17,CAM-06,Processing Area,PPE violation,HIGH,89,False,False
00:14:18,CAM-07,Storage Area,PPE violation,HIGH,92,False,False
00:14:20,CAM-03,North Pit,PPE violation,HIGH,91,False,False
00:14:21,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:14:22,CAM-05,Conveyor Zone,PPE violation,HIGH,89,False,False
00:14:24,CAM-06,Processing Area,PPE violation,HIGH,92,False,False
00:14:25,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:14:27,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:14:29,CAM-04,South Pit,PPE violation,HIGH,93,False,False
00:14:31,CAM-05,Conveyor Zone,PPE violation,HIGH,96,False,False
00:14:32,CAM-06,Processing Area,PPE violation,HIGH,93,False,False
00:14:33,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:14:35,CAM-03,North Pit,PPE violation,MEDIUM,88,False,False
00:14:36,CAM-04,South Pit,PPE violation,HIGH,94,False,False
00:14:36,CAM-05,Conveyor Zone,PPE violation,HIGH,89,False,False
00:14:37,CAM-06,Processing Area,PPE violation,HIGH,97,False,False
00:14:37,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:14:37,CAM-03,North Pit,PPE violation,MEDIUM,95,False,False
00:14:38,CAM-04,South Pit,PPE violation,HIGH,88,False,False
00:14:39,CAM-05,Conveyor Zone,PPE violation,MEDIUM,93,False,False
00:14:39,CAM-06,Processing Area,PPE violation,HIGH,96,False,False
00:14:39,CAM-07,Storage Area,PPE violation,HIGH,89,False,False
00:14:48,CAM-03,North Pit,PPE violation,HIGH,95,False,False
00:14:48,CAM-04,South Pit,PPE violation,HIGH,97,False,False
00:14:49,CAM-05,Conveyor Zone,PPE violation,HIGH,93,False,False
00:14:49,CAM-06,Processing Area,PPE violation,HIGH,90,False,False
00:14:49,CAM-07,Storage Area,PPE violation,HIGH,88,False,False
00:14:50,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:14:50,CAM-04,South Pit,PPE violation,HIGH,95,False,False
00:14:51,CAM-05,Conveyor Zone,PPE violation,HIGH,89,False,False
00:14:51,CAM-06,Processing Area,PPE violation,HIGH,92,False,False
00:14:52,CAM-07,Storage Area,PPE violation,HIGH,90,False,False
00:14:52,CAM-03,North Pit,PPE violation,HIGH,90,False,False
00:14:52,CAM-04,South Pit,PPE violation,HIGH,96,False,False
00:14:53,CAM-05,Conveyor Zone,PPE violation,HIGH,89,False,False
00:14:53,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:14:53,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:14:54,CAM-03,North Pit,PPE violation,HIGH,97,False,False
00:14:57,CAM-04,South Pit,PPE violation,HIGH,92,False,False
00:14:59,CAM-05,Conveyor Zone,PPE violation,HIGH,91,False,False
00:15:01,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:15:03,CAM-07,Storage Area,PPE violation,HIGH,94,False,False
00:15:04,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:15:05,CAM-04,South Pit,PPE violation,HIGH,96,False,True
00:15:05,CAM-05,Conveyor Zone,PPE violation,MEDIUM,89,False,False
00:15:06,CAM-06,Processing Area,PPE violation,HIGH,95,False,False
00:15:07,CAM-07,Storage Area,PPE violation,HIGH,96,False,False
00:15:07,CAM-03,North Pit,PPE violation,HIGH,94,False,False
00:15:08,CAM-04,South Pit,PPE violation,HIGH,95,False,True
00:15:09,CAM-05,Conveyor Zone,PPE violation,MEDIUM,97,False,False
00:15:10,CAM-06,Processing Area,PPE violation,HIGH,89,False,False
00:15:11,CAM-07,Storage Area,PPE violation,HIGH,95,False,False
00:15:11,CAM-03,North Pit,Routine movement,INFO,94,True,False
00:15:12,CAM-04,South Pit,PPE violation,HIGH,95,False,True
00:15:13,CAM-05,Conveyor Zone,PPE violation,MEDIUM,91,False,False
00:15:13,CAM-06,Processing Area,PPE violation,HIGH,94,False,False
00:15:14,CAM-07,Storage Area,PPE violation,HIGH,91,False,False
00:15:15,CAM-03,North Pit,Routine movement,INFO,96,True,False
00:15:15,CAM-04,South Pit,PPE violation,HIGH,93,False,True
00:15:16,CAM-05,Conveyor Zone,PPE violation,MEDIUM,94,False,False
00:15:16,CAM-06,Processing Area,PPE violation,HIGH,94,False,False
00:15:17,CAM-07,Storage Area,PPE violation,HIGH,93,False,False
00:15:18,CAM-03,North Pit,Routine movement,INFO,97,True,False
00:15:18,CAM-04,South Pit,PPE violation,HIGH,90,False,True
